,text,label
817,help big businesses government really wants stimulate economy consumer wipe student loan debt offer mortgage payment assistance impacted,Extremely Positive
818,oh gas prices gonna go getting coronavirus much less,Positive
819,ppl looked like freak using hand sanitizer trvling hands aftr reaching set food never continue,Positive
820,omg corona virus go sit line together grocery store buy supplies touch cash registers n,Positive
821,looks like could start killing gig economy likes uber loaded debt share prices taking could government respond employing workers provide transport deliveries,Negative
822,events people attending schools closing everywhere working getting contact shit ton people,Extremely Negative
823,story trip today helpful run stay,Extremely Positive
824,pm addressing nation panic wipe supermarket,Positive
825,quarantine diary day stocked enough food supplies last maybe remain isolation long takes see pandemic day supermarket wanted twix,Negative
826,coming back grocery places packed,Neutral
827,enjoy best shows sky tv netflix side per sky one,Extremely Positive
828,back grocery amazingly well stocked hand sanitizer alcohol doc ofc cases good bc test seems like one,Extremely Positive
829,bee avoid corona virus shopping online buy,Positive
830,could survive month without going dry milk basic medications get start emergency food list,Extremely Negative
831,think stock stay home forget live form regularly without health suitable living social distancing protect ever need,Extremely Positive
832,harm emergency specialised medical care services working collectively stock pile food emergency medication supplies good time inevitable spike u,Negative
833,sent mom get huge amount says grocery store cleaning product shelves toilet paper shelves bought kleenex paper says frozen food area low stay calm stay,Positive
834,please aware confirmed local please enlist medical hand consider social distancing stock meds food,Extremely Positive
835,declared please stay practice medical consider social stock meds food,Negative
836,despite reason stock two weeks food natural water service continue water safe,Neutral
837,shopping playing nintendo taking online coursesâ student attends recording daily life amid novel,Positive
838,seeing many people supermarket today stocking much makes wonder much gonna wasted blows,Negative
839,tp section local grocery food drink aisles perfectly normal fully confused,Positive
840,prices getting close escort pump,Neutral
841,retail store cashiers take two precautions keep ready bottle hand sanitizer nearby people use pens handle keep screen wipes ready use every transaction buyer hand signs,Extremely Positive
842,hopefully games played behind closed doors open clubs eyes important fans beautiful game turn lower ticket,Extremely Positive
843,still allowed refer successfully spreading digital consumer products find new asking,Extremely Positive
844,come toilet paper prices probably,Neutral
845,household products destroy novel coronavirus consumer reports,Negative
846,time temporarily reintroduce bags home would help minimise contact driver especially many vulnerable people shopping,Positive
847,think situation requires rolls toilet roll includes weekend drank nothing guinness wanker stop stock piling stuff reason prices ridulous,Extremely Negative
848,point sale software meets unique needs small medium enterprises sell hardwares affordable prices touch screen monitor complete desktop ksh thermal printer ksh cash drawer ksh,Neutral
849,live heavily affected area cannot afford stock things lost work due message venmo send buy questions help first people,Negative
850,believe conspiracy supermarket owners get rid amount stores empty unreal,Extremely Negative
851,online internet shopping book sales isolation published reading joyful books lonely,Negative
852,people telling us stock weeks worth toilet clearly live,Positive
853,finally deciding need buy hand sanitizer realized searching pharmacies none sold sanitizers part prices rediculously high,Positive
854,unacceptable prices sanitizers alcohol irrationally high critical dangerous something done regarding,Extremely Negative
855,lidl total queues long cashier got go toilet met roars got top asked said first person ask working since bit sounder lads,Extremely Negative
856,going go grocery store stock got nails,Positive
857,new many people feared possible lockdown metro manila reportedly basic food household help aggravate situation facing know kuya daniel says,Extremely Negative
858,respiratory virus need herbs boost immune prices canadian free shipping,Extremely Positive
859,companies found selling antibacterial wipes etc extremely high prices boycotted behaviour time like lots saying entrepreneurial load entrepreneurship helping,Positive
860,million canadians say feel food insecure due financial report,Negative
861,corner shop couple delivering need,Neutral
862,companies said took stock situation started working main alternative plans meet demand foods local,Negative
863,plus side fuel prices,Neutral
864,oil prices,Neutral
865,critical time containment necessary stop shifting resources away community programming towards emergency food access services starting march,Extremely Negative
866,need calm tf grocery,Positive
867,much oil even global balance power east,Neutral
868,hosts taking advantage pandemic charging outrages got hit charge night literally make money never use hotel would refunded,Negative
869,people stock food people stock uo toilet paper,Neutral
870,closed professional canceled groups banned stock crashing job handling hundreds strangers food come people working,Negative
871,favorite proactive consumer messaging response,Extremely Positive
872,finnish buying toilet paper yall gonna eat build barrigades still toilet paper online shopping home delivery,Neutral
873,never supermarket many people went way accidentally touch strangely considerate,Positive
874,saddest attendees ever needed hugs even,Negative
875,everyone looks like local supermarket poison door century schizoid man,Negative
876,bazillion times work supermarket,Neutral
877,stock food water safe chance disrupt food supply humans nine meals away want streets buy gun protect case,Extremely Positive
878,work small local grocery store news hit shutting schools three please patience stock trying best keep,Extremely Positive
879,interesting see retail stores react take short term profit loss risk pr nightmare long term profit consumer trust loss potentially outbreak start,Extremely Positive
880,stock food months becuase yr old many,Neutral
881,coronavirus come take interview rob author big farms make big flu,Extremely Negative
882,uk government experimenting publics health save share,Extremely Positive
883,positive corona helping fight climate crisis stock markets disrupted oil prices getting lower flights cancelled family gatherings works done via emails home distance education working comrade,Extremely Negative
884,supermarket central residential area,Neutral
885,since corona virus started online clothing shopping new,Neutral
886,video online remote digital assets time organizations offer options,Positive
887,catching flights prices falling,Negative
888,flu shot would prevent good time old folks visit offices social distancing online shopping safest,Negative
889,stuck indoors foreseeable due avoiding look online think may benefit cabin fever week,Negative
890,got back grocery wtf tp literally gone worrying gonna get worrying gonna wipe ass next week scary oh enough hot pockets last month,Extremely Negative
891,seems spread given several companies nightmare owing dropping grounds decided temporarily close stores till flick ever,Extremely Negative
892,may based remember online shopping amazon relieve boredom support wizo time,Extremely Positive
893,go go sporting go crowds get people every grocery going avoid,Negative
894,going check wonder prices running amok,Neutral
895,think safe say current situation society facing going profound impact move towards shopping searching online time get business,Positive
896,instead panic buying crowded pop local shop see prices pretty reasonable,Neutral
897,things seem could drive grocery store gas could keep better stay one less person bumping giving picking germs every,Extremely Positive
898,poorer people country already suffering enough buying afford afford without stupid cunts stock piling food decency sense,Negative
899,skipped dealing guys filed complaint aviation consumer protection division office aviation enforcement filed charge back american express goodbye,Negative
900,probably selling due people cashing order stock food supplies ride sold core holdings trying explain psychology simplest terms,Neutral
901,went grocery store pick things people actually losing,Negative
902,queue enter local one meter apart fully stocked taking day,Extremely Negative
903,alright fuq fuq mandatory wfh even fuq online shopping addiction china cannot fuq,Positive
904,corona convo supermarket called police,Neutral
905,got boomers stocking doomsday meanwhile millennials online shopping bathing suits five island trip booked spirit igens hoping schools extend spring break,Positive
906,airlines stock market events threat food like test run carbon footprint us going look,Positive
907,afford consider buying extra grocery store donating local food banks donate money favorite local times even tighter lots,Extremely Positive
908,best way deal announce country chosen date suspend activities one month people time stock food quarantine everyone except sick people emergency,Negative
909,found standing aisle supermarket staring empty shelves toilets rolls seen fear politically surprised frenzy supermarkets,Extremely Negative
910,irony everybody panic everybody wedged supermarket,Negative
911,headed grocery store afternoon stock non perishable distraction something big,Negative
912,country gone stay safe everyone wash hands use hand sanitizer make sure elders spare food panic spree shopping left elders little food,Extremely Positive
913,producers exploiting fear rises hand bit late jumping went goods mad,Negative
914,lock close financial stock market give days indians store control later months ask work control,Neutral
915,person stereotyped irish people laidback chill clearly stepped supermarket midst storm gonna shop coming get mindful,Positive
916,supermarket lie comming,Neutral
917,massive lineups grocery stores toronto today like frills front,Positive
918,waiting retail store start rolling promo code,Neutral
919,businessdepot team shares would suggesting business owner business affected indirectly reduced consumer business read,Positive
920,please stop mocking folks stock food personal care products face made clear care protecting families one small bit mastery control terrifying,Extremely Positive
921,went cvs find water went gelsons found little water guess prices gallon usually runs wtf,Extremely Negative
922,every store upon hearing travel suspended due next two,Negative
923,price bitcoin mining gouging video card,Negative
924,happy supermarket toilet paper alternatives available,Extremely Positive
925,impact,Neutral
926,need stockpile toilet kill soup food help,Extremely Negative
927,sephora free shipping online end march bc ppl probably comfortable shopping online instead stores due,Extremely Positive
928,emptied shelves bog roll pasta left jars tinned frozen foods every non perishable,Negative
929,movie remind coronavirus part world war days,Extremely Negative
930,reached local facebook group try help pop shops etc people elderly self isolating many online would make things worse taking people contaminated shopping anyone tips,Extremely Positive
931,many hotels mumbai r usin diluted liquid detergent powder etc substitute undiluted liquid much ask good hygiene densely populated metro like cost cutting,Positive
932,yet supermarket employees still go,Neutral
933,returned grocery shelves toilet ground cleaning supplies lines middle aisles registers going get,Extremely Negative
934,turkey food prices increased virus outbreak clear information provided authorities,Positive
935,dear know real world markets crash close control prices avoid specially anticipated,Extremely Negative
936,popped supermarket stock piling feel missing,Negative
937,watching talk people staying home got served today someone supermarket stop could hear managers must heard people wont stay home unless forced people need,Negative
938,seriously confused like stock food going someone plz explain,Negative
939,ireland closed everyone panic supermarket shelfs im one bit worried bout,Negative
940,things talk besides weather st patties online shopping problem book ur reading song moment get lunch,Positive
941,hey everybody lower gas prices like tax dumbest man chew oh wait,Extremely Negative
942,think uk closed schools many kids would go food meal school one get afford school escape domestic abuse virus still slow uk lets panic,Negative
943,wholesale supermarket owners jamaica,Neutral
944,grocery store lines literally wrapping around giant superstore canada afternoon,Neutral
945,getting crazy everyone thinks close every grocery store coming thought panic viral yet saw today,Negative
946,lol hoarding toilet paper like resetting incomes stock market hitting pockets balancing thing living poverty fall much hurt much,Extremely Positive
947,market plunged points failed agreement saudi arabia russia caused global oil prices plunge hit record low recession,Extremely Negative
948,catch online shopping season,Neutral
949,get us test kits start reporting accurate community believes one case tested people already affecting san grocery store today sounded like infirm,Positive
950,went groceries today cause genuinely food literally thought less people supermarket working little know wrong,Extremely Negative
951,bought go grocery store wish,Extremely Positive
952,health department advising anyone might coronavirus prepare stock essential items,Neutral
953,everybody feel compelled share supermarket empty shelves think stage get,Positive
954,hope nurse end grocery store behind year olds saying get still traveling,Positive
955,really weird go wait line get see people wearing masks gloves looks like beginning apocalypse,Positive
956,help online grocery shopping break germany free delivery slots next two weeks area,Positive
957,russia dropping oil prices screw drilling china dumps wuflu hopes dismantle forget trump said better deal us elections bad xi n,Negative
958,europe travel tv series stopping nba suspending season idk made light people going crazy grocery starting im gonna stock food toilet paper least bad like,Extremely Negative
959,ph si duterte sa possible lockdown daw ng mga provinces atleast two confirmed cases class suspensions april sure much possible stock food supplies,Negative
960,went grocery store bagel greater area lines long emptying people panic buying full,Extremely Negative
961,economic social amp emotional impact uk disastrous especially small independent micro business owners shopping eating drinking please choose indie chains amp home please order online,Positive
962,find tp hand sanitizer local grocery try lil local corner liquor ppl typically going u find,Positive
963,one earliest ones tweeting alerting go people still denial late prepare many would tell people stock go away without burning population,Extremely Positive
964,day enough supplies food water last weeks may b months without interact anyone outside wait pandemic day local grocery store craving,Neutral
965,need understand stoking need least days worth sanitary materials save resources everyone nobody,Negative
966,call demand congress pass bill free testing days paid sick leave months paid family leave expanded unemployment insurance food security medicaid funds,Negative
967,head grocery every friday actually need kinda,Negative
968,none fuckers superstore grocery store,Positive
969,going bad couple weeks people trying go supermarket,Extremely Negative
970,anyone else noticed petrol diesel prices dropped since coronavirus missing another,Negative
971,absolutely outrageous hear companies preying people fears hard times hiking price hand sanitiser soap stock home please consider giving local food bank,Positive
972,apparently someone left delivery note asking knock leave food outside door people really full panic mode,Negative
973,imagine going happen consumer credit millions american card holders furloughed choosing credit card bill last mask last lb bag rice going easy reflexive choice,Extremely Positive
974,many idahoans tested many new test kits see people w exposure symptoms dismissed cdh staff reading korea tests total,Negative
975,selling hit prices,Neutral
976,work retail im really hoping sales hoping people pretending isnt isnt think go work unnecessary even ended sick stay home,Extremely Positive
977,na coming together lower gas close cause state main topic discussion,Negative
978,shout man front grocery store getting version coronavirus bottles three frozen giant bag big bag big pack condoms,Neutral
979,mixed advice stock food amp essentials take cash banks banks soon shutdown alternative currency ei bitcoin xrp physical gold silver follow high amp twitter n youtube latest news get vitamin c amp chaga,Positive
980,grocery food eated eat bc,Negative
981,jesus leave goddamned food shit tickets get grocery store,Extremely Negative
982,opinion mad hell easily panicked whole world flu held hostage intense propaganda pushed agenda schools closed events cancelled stock market declined toilet paper food shortages etc,Extremely Negative
983,please leave poor retail worker alone wish could put list items stock front doors people give looks tell get truck stop office supply,Negative
984,california prices dropped use safeway club going pay much paid,Negative
985,corona strikes global market shaking oil prices orders purchase crude oil fill reserves,Extremely Negative
986,ensure stock food possibility country may shut places quarantine due live ie schools already shit due virus scares even contracted,Negative
987,avoid crowded areas people jam packed one grocery store helping,Negative
988,well done postponing footy matches april april due stock markets public stock piling sport new cases today uk think,Extremely Negative
989,local grocery store,Neutral
990,getting ready go work grocery store coronavirus boomin people psycho,Positive
991,line front supermarket said let people inside time,Neutral
992,attacks seriously damage economy well asâ consumer later destructive activity calledâ agrobioterrorismâ subtype ofâ,Extremely Negative
993,infographics help put things go buy shit bulk avoid chinese,Extremely Negative
994,grocery store toilet think people freaking buying toilet paper afraid,Negative
995,dont forget polite especially people working grocery store right theyre working asses,Positive
996,wow time come kindergartens amp schools closed monday april corona far italy situation anymore going lot stock shopping today canned food frozen food drinks toilet paper,Positive
997,nieuw woord geleerd stalkers also agreed statement important stock food toilet paper prepare virus outbreak,Positive
998,even expensive meat supermarket disifectant,Positive
999,still trying figure people going nuts buying half grocery store went local kroger gone gone gone gone plus many msm ppl scared mind hoarding,Extremely Negative
1000,someone explain gas prices everything going,Negative
1001,tell episode lucy long time grocery store went fully interesting timing airing supermarkets empty,Positive
1002,call rep amp senators today amp demand pass bill contains free testing days paid sick leave months paid family leave expanded unemployment insurance amp food security medicaid funds lives line,Negative
1003,coughed grocery store dude looked like wanted stab like chill got swear,Neutral
1004,someone else said able stock food privilege sick leave american privilege wfh american privilege privileges help others together,Extremely Positive
1005,someone please explain encouraging people stay houses avoid public places shaming stock food water stay,Positive
1006,think shown uks true everyone hates everyone selfish typically look supermarket shelves proof done let,Extremely Negative
1007,grocery stores keep food stock buy beans arrive shelves empty sees bags rice nice happened,Positive
1008,call consumer believe natures way slapping us wealth divided equally across infrastructure already turn things around manage,Positive
1009,sending love nurses supermarket employees across world across world beat,Extremely Positive
1010,shit gettin way outta,Positive
1011,supermarket shelves loo roll hoarding aussie,Neutral
1012,omg line get back nicaragua democrats promoting,Positive
1013,costco app know toilet paper deliver door days fully normal,Neutral
1014,grocery store,Neutral
1015,bad paris plain see globalists pushing everywhere agenda moment volatile election,Extremely Negative
1016,ccp army arrested citizens protests high food prices coronavirus,Extremely Negative
1017,usually kind would like tell guys things went small place france trust ever saw entire even colleagues supermarket,Extremely Positive
1018,news networks disallowed issuing proper warnings coronavirus order save stock prices corporations many deaths occur result deception sacrifice willingly,Negative
1019,happy report jumped panic shopping band wagon weeks ago stocked really consisted dog food baby go,Positive
1020,judging supermarket replaced,Neutral
1021,difficult times please consider donating local panic buys causing lot lady pray,Negative
1022,makes sad think food go waste dust settles around people start throwing food please use everything everyone lucky able buy,Extremely Negative
1023,never seen crowded crazy shopper stop amp shop people prepare stay home slow spread stores amp online shopping services much busier usual,Negative
1024,others able work home retail workers last ones standing pandemic know store taking necessary measures protect community,Positive
1025,people rushing stock vitamins c plus zinc protect cities globe locked trust coronavirus paramedic animalcrossing switch raptors canucks oiler novascotia pei eos ny,Extremely Positive
1026,economic effect likely reduce global demand oil effect saudi arabia forced oil prices barrel x,Negative
1027,shopping online shop remember use topcashback get back online purchases sign free also get free gift card,Extremely Positive
1028,long lines grocery store caloocan,Neutral
1029,anyone planning look reduce loneliness wld good ide,Negative
1030,literally rolls toilet went grocery store ofcourse everything sold insane rip ass,Extremely Negative
1031,ministry consumer affairs public view masks surgical sanitizers declared essential commodities,Neutral
1032,tbh trying find discounts shopping online,Neutral
1033,grown something year old woman coughed directly avocados local grocery even courtesy aim less desirable fruit,Positive
1034,shows spine times global opportunists charge exorbitant prices simple essentials like face mask hand,Extremely Positive
1035,release people wanna see pay see comfort free add revenue,Extremely Positive
1036,go start emptying supermarket shelves please think vulnerable supermarkets also bin food putting couple tins,Negative
1037,local supermarket found toilet pain relief etc panic buying time turn local shops drive past way helping,Negative
1038,happening definitely shopping preferences expectations personal safety hygiene may even top sustainability least equal heard,Extremely Positive
1039,dear preachers commence miracle rallies heal anointing oil salvage deliver businesses exuberant prices basic hope situation contained,Extremely Positive
1040,online shopping may benefit short supply chain issues uncertain consumer demand could dampen,Positive
1041,boomers looked millennials brick shopping online,Negative
1042,kind patient everyone encounter grocery especially bring reusable scary terrifying,Extremely Negative
1043,hurting help analysts say via,Positive
1044,address concerns mount via,Neutral
1045,telling suppose stock stay avoid physical contact basically becoming introverts yay unite,Positive
1046,retail store capitalism reaping benefits mass bombardment colluded splitting,Extremely Positive
1047,phone friend allowed unless go nearest supermarket need online permission form print proof otherwise spot,Positive
1048,since last reporting impact outbreak global ecommerce activity uncovered shifting patterns online putting facts behind digital business trendsâ everyoneâ isâ talking,Neutral
1049,mass hysteria reasonable seen local grocery toilet fort colorado,Negative
1050,primaries come unsettling realization cope stress online many sweaters feel,Positive
1051,next people,Neutral
1052,worried people camps europe lebanon homeless see every day way work lot people neighbourhood financial means stock food etc,Negative
1053,amid panic buying public government seeks allay fears food shortage country ministry food security amp consumer welfare insists withstand hoarding amp assures meet demand festive season,Negative
1054,price garlic shot amid buying rush consumers hope help protect new despite caution world health organization,Extremely Positive
1055,toilet roll supermarket sold outside came crochet hooks voila,Neutral
1056,went grocery store routine wtf toilet obsession specific,Extremely Negative
1057,nice grocery service industry fault chickpeas possibly facing precarious work situation,Negative
1058,grocery store looking buy large bag sweet chili heat doritos everyone else panic buying years worth toilet paper every box pizza pockets frozen food,Positive
1059,first time weeks seen loo roll bought sensible quantity,Neutral
1060,flu deadly corona kills people one location people go corona cases confirmed one location schools shut stock markets gas prices travel people quarantined,Extremely Negative
1061,food banks prepare heightened demand amid outbreak dcist,Negative
1062,food bank donations due time demand likely rise people zero hours contracts please consider donating online local food bank purchase eg,Negative
1063,woke early make two different meal regular clue status grocery store look like,Positive
1064,woman waits turn enter supermarket due outbreak coronavirus disease belgium,Neutral
1065,getting hand rumours government shutting entire continent gathering pace food stock disappearing,Positive
1066,mobile testing sites gonna need gonna f propping oil go cheap gasoline prices,Positive
1067,kenya psvs required fares bout hike cover cost unless moh provides sanitizers food especially dry food scarce,Neutral
1068,shit time weekly shopping also weak af immune likelihood contracting virus supermarket probably much cream crackers jam rescue,Negative
1069,today would like recognize another group national supermarket thank hard mind worked night stock shelves still greeted customers smiles,Extremely Positive
1070,local grocery store new,Neutral
1071,make sure thank retail store workers delivery drivers dealing take time ask thank,Extremely Positive
1072,people panicking right fuck supreme knowledge possess others,Positive
1073,husband took picture grocery store last line cashes went way produce,Neutral
1074,really want know people stock piling food toilet like normally shop costco roommate bought toilet paper month ago still rolls,Positive
1075,happy report coronavirus protocols put effect yesterday utah created buying frenzy grocery life sustaining products still available,Positive
1076,care stock market want know tests want know return normal want know getting food next stop telling stock,Negative
1077,supposed gathering large yet people grocery store hoarding,Neutral
1078,call demand congress pass bill free testing paid sick leave months paid family leave expanded unemployment insurance food security medicaid funds,Negative
1079,friday nothing stay filipinos hoard face masks sells exorbitant mag kudos metro cebu mandaue city suspending,Neutral
1080,grocery store thanks people panic call germany call one alcohol gone still,Negative
1081,food left grocery store spice,Negative
1082,anyone else scared causing worldwide food shortages basic supply shortages production short term hoarding going protect long term afraid happen us society,Negative
1083,thread people showing one another saw yesterday items running everyone good joking helping others reach,Extremely Positive
1084,amid praise requests want greet big smile supermarket employees shop assistants continue go work make home office many us possible thank,Extremely Positive
1085,pretty sure single handedly financing panic buying led world foods section supermarket ransacked,Positive
1086,every supermarket look like tottenham trophy also stay home due longer,Positive
1087,media usa need stop lies within next hours half stores usa stock food water supples tell sometime next buch tv stations reported stop,Extremely Negative
1088,prices hand sanitizers nose mask risen ebe ninja mask go take go town,Positive
1089,yep avoiding going risk experiencing long wait supermarket realise places pressure supermarkets slots drivers possible would much appr,Negative
1090,stop attacking food store fault yall selfish raiding food keep getting stock day need raid mostly stop fcking dcks employees anything ur,Extremely Negative
1091,spent hour check grocery store schools closed county lots businesses closed thank u,Positive
1092,forgot toilet go shopping schools closed going online never thought,Positive
1093,go supermarket stockpile things like canned food etc think rely main food already limited supplies please,Positive
1094,local grocery store toilet paper due please stop panic buying toilet paper,Extremely Negative
1095,selfish greedy homes look food need find,Negative
1096,hoarded supermarket make sure let springclean sort type use older stocks prevent,Positive
1097,old perusing grocery gloves look like character make make,Positive
1098,buying everything sell inflated prices hustler piece,Extremely Negative
1099,done supermarket buy whatever pardon also would like buy something let many packages crazy behavior,Neutral
1100,scary schools closing area grocery store shelves sure staying hoping run,Extremely Negative
1101,even hold basket grocery store without arm muscles refused cook family kept think us long time disguised well designed,Negative
1102,every supermarket right,Neutral
1103,effected human lifes also impact global prices largely,Neutral
1104,retail employee works location santa california tested positive apple confirmed,Positive
1105,popping abyss say working grocery especially online order hell right people someone coughed last toilet paper thought tired,Extremely Negative
1106,navigating grocery store trying get,Neutral
1107,sir ji looking gyaan guys spoken value indian rupees vs us petrol social anything,Positive
1108,accidently someone thought great corona alternative shaking made think moon landing modern family,Neutral
1109,went grocery store today pick things hell everyone freaking toilet paper,Extremely Negative
1110,online shopping become even important virus outbreaks like,Positive
1111,test costs moph site said hospitals testing capabilities shame raising prices,Positive
1112,happening right local,Neutral
1113,seems react pretty well massive discounts offered liquid seen local supermarket drugstore really nice,Extremely Positive
1114,loom great tool recording sharing videos way pay double per month running adjusted happy,Extremely Positive
1115,everyone grocery store work anticipating shit storm news highlights morning banter include getting,Extremely Negative
1116,last time saw supermarket empty maybe americans able relate life blockade like find basic necessities family,Positive
1117,really wanna get something doomsday food trying save,Positive
1118,meijer store stores insane right good luck havent stocked,Positive
1119,watch video habits find resources,Positive
1120,commodity prices shoot public gatherings lets brace selves fot tough economic times,Negative
1121,went supermarket week locked apartment see kids playing parks people maybe ne dovete sta vostra,Negative
1122,photos local grocery store packages bottled water used,Extremely Positive
1123,see billion wiped value hours bitcoin plunges,Positive
1124,tweet circulated last night elderly couple sitting outside grocery fearful cv go different far risky ask someone like need grocery help grocery pickup account,Neutral
1125,bank canada lowers overnight rate target percent,Negative
1126,started weight loss challenge grocery store ransacked think problem losing thanks,Negative
1127,questions recently customers concerned shopping beach automotive would like remind customers ability complete entire purchase transaction online home delivery,Positive
1128,would like express sincere gratitude full support moment work working tirelessly stem spread enforcement agencies pharmacy workers,Extremely Positive
1129,please get stores today toilet meat rice pretty much gone prices rising even cheapest stay safe everyone,Extremely Positive
1130,much alcohol local supermarket also along leads think british public planning combat bbqs getting pissed,Extremely Negative
1131,another reminder hit indie online wonderful staff help pick something wonderful kids may staying starting bay area list please add start local list,Extremely Positive
1132,stock piling causing food industry great orders sky struggling cope demand ever decreasing workforce due,Negative
1133,trumpet player parking lot grocery store stopped today get supplies parents gave,Positive
1135,five times many people local supermarket usual time peaceful though shortages food,Positive
1136,necessary stock start rationing food eating one meal day eating every,Neutral
1137,check elderly vulnerable neighbours see need anything shop pharmacy need pet walking okay ability access order shopping online show alone people care,Extremely Positive
1138,us like today store toilet roll good luck fellow going,Extremely Positive
1139,panic begets sure check,Negative
1140,visiting grocery convinced extreme couponers hoarders sitting home laughing,Extremely Positive
1141,flight prices,Positive
1142,people clearing shelves supermarket hope truly afford stuff buying sensible make sure bank account survive,Extremely Positive
1143,going grocery shopping tomorrow leaving house know refuse going take hopefully find toilet paper everywhere people selling roll,Negative
1144,everything support says president curt playing meeting current consumer demands,Positive
1145,seriously concerned went grocery much staying,Positive
1146,let records show spite still enjoy picking beautiful shoes online putting shopping cart buying,Positive
1147,know shits gone crazy people stocking run potatoes know indians joined party indian store runs,Negative
1148,went grocery panicked bought fresh,Negative
1149,big rock brewery number one priority employees contain spread temporarily suspend services taproom retail thank,Extremely Positive
1150,walk buy rolls tissue packets maize dozens long life milk hand like,Extremely Positive
1151,store stocking say thank cashier appreciated begin still working panic get also ones feel pain,Negative
1152,worried toilet paper left get grocery long kid keeps delivering flyers,Negative
1153,lead people buy things leading rapid adoption online shopping probably learning skills become even interesting article,Positive
1154,little sketch inspired insane climate retail lately light panic shopping people crazy stuff store work paper,Extremely Negative
1155,asking damn self,Negative
1156,work grocery worked hour day yesterday currently working hours call quits hour today enjoy day tomorrow go help vote help,Extremely Positive
1157,toilet paper went grocery cdc recommends holding,Negative
1158,trillion bail stock market pregaming bail oil fracking companies yet trump administration proceed kick people food stamps despite,Neutral
1159,grocery store toilet worries roll charmin bad want,Extremely Negative
1160,braved wilds grocery store weekend location already paper cleaning folx great attitudes laughing even long long,Extremely Positive
1161,saw article suspending proves data caps bs secretly raise prices start,Neutral
1162,wealthy people madrid evacuating city headed south east holiday homes en one supermarket emptying,Positive
1163,thing almost taxes crazy bought long time ago,Positive
1164,grocery store weekend take moment say thank store employees people working extended likely seen worst humanity contact,Negative
1165,supermarket lines aisles hardly anyone moving people piling carts brim like,Positive
1166,anyone recall stockpiling well dallas people carts full toilet canned stocking bunker many hineys,Negative
1167,told avoid large gatherings interesting strategy mob grocery store en face palm allowed touch,Positive
1168,thing accomplished yesterday speech instill trip grocery store including,Negative
1169,seen gas prices low thanks,Positive
1170,staff put report last night showing terrible way make shortfall consumer spending like maybe chart help explain,Positive
1171,makes kookoobananas gas prices,Neutral
1172,stocks worth less today month ago given continued spread highly stock prices pricing bad news,Negative
1173,guy line grocery store buying diet gotta go fullly leaded,Neutral
1174,experienced hoarding like never seen morning grocery shoppers good two lady left eventually filled cart pasta neither would let people,Positive
1175,government understand unless stop everyone going work weeks limit amount people grocery store one never stop spread seems common cance,Negative
1176,grocery store shelves getting bare making tonight bumblebee canned expired vodka sauce,Neutral
1177,workers may go without okowa warns mostly due fact oil sold oil prices also gone obvious every one challenges,Positive
1178,dominion drop prescription supermarket every checkout lines way back joe,Positive
1179,wore mask grocery shopping yesterday declared one store wearing lots somehow survived disapproval,Positive
1180,food traffic china months money companies demand supply disruption money devaluation freezing bank bank cancel personal credit saw movie,Positive
1181,online shopping looks like pandemic feb hand sanitizers gloves masks sprays purchases skyrocketed counter drugs cold cough amp flu meds toilet paper buying source adobe analytics,Positive
1182,psa nice grocery store cant help dont initial people hoarded led others panicking wont,Negative
1183,hell going retail today pandemonium going make us show least pay us extra im around customers,Extremely Negative
1184,supermarket really looking last night bjs queens ran water hr smh god bless,Neutral
1185,asian stocks early trade coronavirus naira takes hit cbn rules live updates oil price coronavirus,Neutral
1186,backed half way damn aisle grocery store week need hoard months worth,Negative
1187,efforts contain shifting demand disrupting ag supply collated analysis current expected impacts one place help network keep,Positive
1188,please kind convenience retail store supermarkets working extra hard make sure products beverages coolers,Extremely Positive
1189,please kind convenience retail store supermarkets working extra hard make sure products beverages coolers,Extremely Positive
1190,grocery store hometown az,Neutral
1191,trump officially declared coronavirus pandemic national stock toilet please stay stress,Extremely Positive
1192,canadians stocking take extra care around wonder get answer read prepare stay home without panic,Positive
1193,locals stock toilet cleaning food amid worries,Negative
1194,take care stock food medicine may,Positive
1195,consumer health top priority continue remind retailers consumers supplements may claim treat prevent,Extremely Positive
1196,retail store etobicoke mall shut thursday employee tested positive,Positive
1197,always good make sure need become stock items food items hygiene items personal medications supplies become,Positive
1198,take high dose capsule today due go supermarket crazy empty need reduce get,Negative
1199,live alone worked home robot served zero contact year gagged fact live scifi,Negative
1200,stocked canned wondering use use beans bean bean refried beans add beans even bake pureed,Neutral
1201,well guess going corona virus everyone panicked bought food fat cant,Negative
1202,thanks factors oil crash exchange substantial decline sa fuel prices cards april insight,Positive
1203,government shunned resource let manufacturing wither ignored agriculture favour keeping rates low relying consumer spending drive well mess,Negative
1204,seemingly every retail restaurant vendor ever dealt many somehow obtained email address emailed past couple days assure taking wonder effective email blasts,Positive
1205,random way central government coordinate reassigning people losing hours cut coronavirus courier supermarkets warehouses packing online courier person looked shattered today,Extremely Negative
1206,could everyone please pay cash thank retail store,Positive
1207,things getting real crazy right toilet paper nowhere lines wrapping around entire grocery schools federal government horrible job containing everyone,Extremely Negative
1208,apparently virus causes excessive bowel movements judging grocery store toiletry sections maybe eating right healthy immune system panic buying shea butter essenced andrex toilet tissue combat,Negative
1209,area contracted cant get grocery store stocked use public transportation give im volunteering time rt,Positive
1210,needs items people want leave shelves says lot,Neutral
1211,retailers across board upped store cleaning,Neutral
